date,price,bedrooms,bathrooms,floors,waterfront,view,condition,sqft_above,sqft_basement,street,city,country
5/14/2014 0:00,543000,3,2.5,1,0,0,3,1360,730,14836 Densmore Ave N,Shoreline,USA
5/14/2014 0:00,525000,3,1.75,1.5,0,0,3,1600,0,7557 35th Ave NE,Seattle,USA
5/14/2014 0:00,364000,4,1.75,1,0,0,4,1340,670,16501-16515 Carlyle Hall Rd N,Shoreline,USA
5/14/2014 0:00,394475,2,1,1,0,0,3,830,0,8715 17th Ave NW,Seattle,USA
5/14/2014 0:00,316000,4,2.5,2,0,0,3,2010,0,1522 55th Ct SE,Auburn,USA
5/14/2014 0:00,339950,3,1,1.5,0,0,4,1050,0,1807 17th Ave S,Seattle,USA
5/14/2014 0:00,486000,4,2.5,1,0,0,3,1420,730,5242 336th Ave SE,Fall City,USA
5/14/2014 0:00,160000,3,1,1,0,0,4,860,0,27204 116th Pl SE,Kent,USA
5/14/2014 0:00,930000,3,2.5,1,0,0,3,3100,0,1456 NW 185th St,Shoreline,USA
5/14/2014 0:00,139000,3,1,1,0,0,3,1100,0,33610 51st Ave S,Auburn,USA
5/14/2014 0:00,562000,3,1.5,1,0,0,4,1830,0,920 163rd Ave SE,Bellevue,USA
5/14/2014 0:00,299000,2,1.75,1,0,0,4,1250,0,1400 S 359th St,Federal Way,USA
5/14/2014 0:00,511000,3,2.5,2,0,0,3,1820,0,14800-14822 88th Ave NE,Kenmore,USA
5/14/2014 0:00,499000,3,2,1.5,0,0,3,2090,0,30004 SE Lake Retreat S Dr,Ravensdale,USA
5/14/2014 0:00,356000,3,3.5,2,0,0,3,2100,0,14937 57th Ave S,Tukwila,USA
5/14/2014 0:00,470000,4,2.5,2,0,0,3,2310,0,14923 280th Pl NE,Duvall,USA
5/14/2014 0:00,715000,4,2.25,1,0,0,5,1360,700,3305 39th Ave W,Seattle,USA
5/14/2014 0:00,1120000,4,2.25,2,0,0,3,4470,0,14235 160th Ave NE,Woodinville,USA
5/14/2014 0:00,458000,3,1,1,0,0,4,1060,600,2000 NE 113th St,Seattle,USA
5/14/2014 0:00,966000,5,4.5,2,0,0,3,3810,0,2033 211th Pl SE,Sammamish,USA
5/14/2014 0:00,305495,3,1.75,2,0,0,4,2110,0,14244 140th Ave SE,Renton,USA
5/14/2014 0:00,543000,2,2,1.5,0,0,3,1600,770,11400-11598 SE 114th Pl,Issaquah,USA
5/14/2014 0:00,340000,3,2.25,2,0,0,3,1970,0,504 Shelton Ct NE,Renton,USA
5/14/2014 0:00,633100,4,2.5,2,0,0,3,2470,0,26021 NE 25th St,Redmond,USA
5/14/2014 0:00,310000,3,1,1,0,0,3,1480,0,1909 N 195th St,Shoreline,USA
5/14/2014 0:00,349950,5,3,1,0,0,3,1363,894,3755 S 168th St,SeaTac,USA
5/14/2014 0:00,267800,2,1,1,0,0,4,700,0,16824 11th Pl NE,Shoreline,USA
5/14/2014 0:00,234000,4,2,1,0,0,4,1050,580,10872 SE 318th Pl,Auburn,USA
5/14/2014 0:00,740000,4,2.5,2,0,0,3,3430,0,13622 NE 136th Pl,Kirkland,USA
5/14/2014 0:00,607500,5,1.75,1.5,0,0,3,1420,800,3047 21st Ave W,Seattle,USA
5/14/2014 0:00,223000,3,1.75,1,0,0,4,1340,0,16 R Pl NE,Auburn,USA
5/14/2014 0:00,400000,2,1,1,0,0,4,860,120,6520-6588 8th Ave NW,Seattle,USA
5/14/2014 0:00,802000,3,2.5,2,0,0,3,2580,0,6133 147th Pl NE,Redmond,USA
5/14/2014 0:00,253000,4,2.5,2,0,0,3,2230,0,24217 181st Pl SE,Covington,USA
5/14/2014 0:00,1058000,4,2,1,0,0,4,2290,0,10441 SE 24th Pl,Bellevue,USA
5/14/2014 0:00,300000,3,1,1,0,0,3,1260,0,2559 NE 98th St,Seattle,USA
5/14/2014 0:00,625000,4,2.75,1,0,0,4,1680,0,15924 NE 53rd St,Redmond,USA
5/14/2014 0:00,707000,4,3.25,2,0,0,3,3200,0,26054 SE 23rd Pl,Sammamish,USA
5/14/2014 0:00,950000,4,2.5,2,0,0,3,3320,0,5491 175th Pl SE,Bellevue,USA
5/14/2014 0:00,420000,4,2.5,2,0,0,3,3040,0,4620 Kennedy Ave SE,Auburn,USA
5/14/2014 0:00,498000,4,2.75,1,0,0,4,1290,980,12901 NE 136th St,Kirkland,USA
5/14/2014 0:00,450000,3,2.5,2,0,0,3,2910,0,36023 3rd Ave S,Federal Way,USA
5/14/2014 0:00,955000,5,2.25,2,0,0,3,2510,0,7590 86th Ave SE,Mercer Island,USA
5/14/2014 0:00,215000,2,1,1,0,0,3,1240,0,4036 S 119th St,Tukwila,USA
5/14/2014 0:00,437000,3,2.75,2,0,0,3,2580,0,808 Hoquiam Ave NE,Renton,USA
5/14/2014 0:00,773000,3,2.75,2,0,0,3,2470,0,1458-1462 29th Pl NE,Issaquah,USA
5/14/2014 0:00,1222500,4,3.5,1.5,0,0,3,3110,1800,4531 205th Pl NE,Sammamish,USA
5/15/2014 0:00,256883,3,2.5,2,0,0,3,1690,0,833 SW 361st St,Federal Way,USA
5/15/2014 0:00,592500,4,2.5,1,0,0,3,2240,0,24231 NE 5th Pl,Sammamish,USA
5/15/2014 0:00,252350,3,2,1,0,0,3,1160,490,12902 SE 158th Pl,Renton,USA
5/15/2014 0:00,370000,4,2.5,2,0,0,3,2710,0,12713 SE 302nd St,Auburn,USA
5/15/2014 0:00,465750,3,1.5,1,0,0,3,1260,0,16231 NE 29th St,Bellevue,USA
5/15/2014 0:00,185000,3,1,1,0,0,3,1150,0,12208 20th Ave S,Seattle,USA
5/15/2014 0:00,582800,4,2.75,1,0,0,3,1440,1110,21023-21029 NE 42nd St,Sammamish,USA
5/15/2014 0:00,245000,3,1.75,1,0,0,4,1490,0,12145 SE 260th Pl,Kent,USA
5/15/2014 0:00,302000,4,1.75,1,0,0,4,1010,1010,1001 Whitman Ct NE,Renton,USA
5/15/2014 0:00,451555,2,1,1,0,1,3,1320,0,4137 48th Ave SW,Seattle,USA
5/15/2014 0:00,250000,3,1,1,0,0,4,1230,0,19415 107th Ave SE,Renton,USA
5/15/2014 0:00,255000,4,2.5,2,0,0,3,2070,0,1422 S 282nd Pl,Federal Way,USA
5/15/2014 0:00,840000,4,1.75,1,0,3,3,1670,1260,3539 NW 67th St,Seattle,USA
5/15/2014 0:00,190000,3,1,1,0,0,3,1090,0,29611 21st Ave S,Federal Way,USA
5/15/2014 0:00,349950,3,1,1,0,0,3,1400,0,11515 4th Ave NE,Seattle,USA
5/15/2014 0:00,613000,4,2,1.5,0,0,3,1550,0,5212 Wallingford Ave N,Seattle,USA
5/15/2014 0:00,300000,3,1,1,0,0,4,1220,0,18218 Evanston Ave N,Shoreline,USA
5/15/2014 0:00,455000,3,2.5,1,0,0,3,1470,400,14013 101st Pl NE,Kirkland,USA
5/15/2014 0:00,335000,3,2.25,2,0,0,3,2150,0,4446 S 160th St,Tukwila,USA
5/15/2014 0:00,197500,3,1,1.5,0,0,3,980,0,4531 S Lucile St,Seattle,USA
5/15/2014 0:00,412500,3,1.5,1,0,0,4,1490,0,5419 156th Ave NE,Redmond,USA
5/15/2014 0:00,395300,3,1.5,1,0,0,3,1120,0,1323 145th Ave SE,Bellevue,USA
5/15/2014 0:00,342400,3,2.25,2,0,0,3,1180,0,8121 NE 147th Pl,Kenmore,USA
5/15/2014 0:00,749400,4,2.5,2,0,0,3,3240,0,17013 NE 133rd St,Redmond,USA
5/15/2014 0:00,316500,4,2.5,2,0,0,4,2150,0,11401 SE 219th Pl,Kent,USA
5/15/2014 0:00,390000,3,2.5,2,0,0,3,2240,0,15839 84th Ave NE,Kenmore,USA
5/15/2014 0:00,225000,3,2,1,0,0,3,1150,250,3311 SE 17th St,Renton,USA
5/15/2014 0:00,550000,3,2.25,1,0,0,4,1980,0,4216 232nd Ave NE,Redmond,USA
5/15/2014 0:00,280000,3,1,1.5,0,0,3,1330,0,13219 424th Ave SE,North Bend,USA
5/15/2014 0:00,1255000,4,2.5,2,0,0,3,3200,0,5038 48th Ave NE,Seattle,USA
5/15/2014 0:00,575000,2,1,1,0,0,3,1090,400,1106 25th Ave E,Seattle,USA
5/15/2014 0:00,1000000,5,4.25,2,0,0,3,2900,1020,2548 111th Ave SE,Bellevue,USA
5/15/2014 0:00,585000,5,1.75,2,0,0,4,2000,0,309 N 46th St,Seattle,USA
5/15/2014 0:00,620000,4,2.5,2,0,0,3,2680,0,26118 SE 39th Ct,Issaquah,USA
5/15/2014 0:00,204700,4,2,1,0,0,3,1670,0,29031 40th Ave S,Auburn,USA
5/15/2014 0:00,695000,4,3,2,0,0,3,3150,0,24038 SE 13th Pl,Sammamish,USA
5/15/2014 0:00,689900,4,3.25,2,0,0,3,2060,680,392 Wilderness Peak Dr NW,Issaquah,USA
5/15/2014 0:00,375000,4,1.75,1,0,0,4,1250,640,2145 N 178th St,Shoreline,USA
5/15/2014 0:00,475000,7,3.5,1,0,0,3,1520,1350,11738 1st Ave NE,Seattle,USA
5/15/2014 0:00,215000,3,1,1,0,0,4,1160,0,26516 235th Ave SE,Maple Valley,USA
5/15/2014 0:00,2100000,4,1.75,2,0,0,3,3550,0,7822 NE 14th St,Medina,USA
5/15/2014 0:00,790000,3,1.75,1,0,2,3,1350,440,1922 35th Ave W,Seattle,USA
5/15/2014 0:00,350000,3,1.75,1,0,0,4,1070,610,18949 Mountain View Rd NE,Duvall,USA
5/15/2014 0:00,695000,3,2.5,2,0,0,4,3800,760,1315 232nd Pl NE,Sammamish,USA
5/15/2014 0:00,263000,3,2.25,2,0,0,4,1590,0,35219 26th Ct S,Federal Way,USA
5/15/2014 0:00,400000,3,1,1,0,0,5,1630,0,17228 11th Ave NE,Shoreline,USA
5/15/2014 0:00,525000,3,2.5,2,0,0,3,2700,0,12415 NE 160th St,Woodinville,USA
5/15/2014 0:00,349950,3,2.5,2,0,0,3,1700,0,18901-18937 114th Ct SE,Renton,USA
5/15/2014 0:00,1085000,4,3.25,1,0,0,3,2000,1740,13704-13712 209th Ave NE,Woodinville,USA
5/15/2014 0:00,744000,4,3,2.5,0,0,3,1980,0,4103 SW Kenyon St,Seattle,USA
5/15/2014 0:00,312500,2,1,1,0,0,3,880,0,7558 19th Ave SW,Seattle,USA
5/15/2014 0:00,240000,3,2,1,0,0,3,700,700,1610 N 185th St,Shoreline,USA
5/15/2014 0:00,495000,4,2,1.5,0,0,5,1210,840,2609 21st Ave S,Seattle,USA
5/15/2014 0:00,580050,3,2.5,2,0,3,3,2360,0,601 NE 76th St,Seattle,USA
5/15/2014 0:00,640000,4,2,1,0,0,4,1890,670,8600-8698 30th Ave NE,Seattle,USA
5/15/2014 0:00,417000,3,1.5,1,0,0,4,1340,0,3825 138th Ave SE,Bellevue,USA
5/15/2014 0:00,174950,3,1,1,0,0,5,1060,0,26635 Timberlane Dr SE,Covington,USA
5/15/2014 0:00,295000,3,1.5,1,0,0,3,850,0,4020 21st Ave SW,Seattle,USA
5/15/2014 0:00,423000,4,1.75,1,0,0,3,1010,870,10320 NE 125th Pl,Kirkland,USA
5/15/2014 0:00,839000,3,1,1,0,0,3,1230,0,10904 SE 1st St,Bellevue,USA
5/15/2014 0:00,343000,4,1.75,1,0,0,3,1340,950,2816 SW 110th Pl,Seattle,USA
5/15/2014 0:00,467000,3,1,1,0,0,5,1000,660,12033 Dayton Ave N,Seattle,USA
5/15/2014 0:00,512500,3,2.5,2,0,0,4,1840,0,4530 48th Ave SW,Seattle,USA
5/15/2014 0:00,575000,4,2.5,1,0,0,3,1600,1420,4527-4553 NE 201st Pl,Lake Forest Park,USA
5/15/2014 0:00,465000,3,1.75,1,0,0,3,1410,0,12215 Dayton Ave N,Seattle,USA
5/15/2014 0:00,270000,3,1,1,0,0,3,1010,0,17620 SE 121st Pl,Renton,USA
5/15/2014 0:00,340000,3,1.75,1,0,0,3,980,980,2419 SW Barton St,Seattle,USA
5/15/2014 0:00,765000,5,3.75,2,0,0,3,3190,390,170 Mt Quay Dr NW,Issaquah,USA
5/15/2014 0:00,497000,4,2.5,2,0,0,3,2240,0,4417 47th Ave S,Seattle,USA
5/15/2014 0:00,803100,4,2.5,2,0,0,3,3310,0,19107 NE 64th Way,Redmond,USA
5/15/2014 0:00,344000,3,2.5,3,0,0,3,1232,0,12331 A 10th Pl NE,Seattle,USA
5/15/2014 0:00,828950,4,3.5,2,0,1,3,2820,1110,19601-19853 Newport Way NW,Issaquah,USA
5/15/2014 0:00,386380,3,2.5,2,0,0,3,1720,0,9881 244th Pl NE,Redmond,USA
5/15/2014 0:00,312000,3,2.25,2,0,0,3,1220,270,5021 Delridge Way SW,Seattle,USA
5/15/2014 0:00,720000,3,2.5,2,0,0,3,3150,0,31215 SE 40th St,Fall City,USA
5/15/2014 0:00,914500,4,2.5,3,0,0,3,3950,0,25707 SE 30th St,Sammamish,USA
5/15/2014 0:00,819995,5,2.75,2,0,0,3,3030,0,8024 117th Pl SE,Newcastle,USA
5/16/2014 0:00,252700,2,1.5,1,0,0,3,1070,0,13105 SE 277th Pl,Kent,USA
5/16/2014 0:00,437500,3,2.5,2,0,2,3,2320,0,12711 470th Ave SE,North Bend,USA
5/16/2014 0:00,350000,1,1,1,0,0,3,700,0,6849 26th Ave NE,Seattle,USA
5/16/2014 0:00,619000,3,2.5,2,0,0,3,2720,0,6516 Denny Peak Dr SE,Snoqualmie,USA
5/16/2014 0:00,408200,3,2.5,2,0,0,4,1800,0,8124 24th Ave SW,Seattle,USA
5/16/2014 0:00,451000,3,1.75,1.5,0,2,3,1000,560,4042 34th Ave SW,Seattle,USA
5/16/2014 0:00,317000,3,2,1,0,0,5,1060,700,16703 133rd Pl SE,Renton,USA
5/16/2014 0:00,799000,4,3.25,2,0,0,3,2370,750,2561 NE 85th St,Seattle,USA
5/16/2014 0:00,720000,2,1,1,0,3,4,1700,320,10835 41st Ave SW,Seattle,USA
5/16/2014 0:00,490000,3,2,1.5,0,0,3,1450,0,1746 NW 60th St,Seattle,USA
5/16/2014 0:00,239900,4,2.25,1,0,0,3,1120,740,401 SW 322nd St,Federal Way,USA
5/16/2014 0:00,446000,4,2.25,1,0,0,3,1290,980,11123 NE 141st Pl,Kirkland,USA
5/16/2014 0:00,275000,3,2.5,2,0,0,3,1480,0,44402 SE 142nd Pl,North Bend,USA
5/16/2014 0:00,239950,5,1,2,0,0,4,1460,0,13012 41st Ave S,Tukwila,USA
5/16/2014 0:00,248000,4,3.5,2,0,0,3,1130,720,1501-1515 SW 327th St,Federal Way,USA
5/16/2014 0:00,619500,3,2.5,2,0,0,3,2170,0,1778 26th Ave NE,Issaquah,USA
5/16/2014 0:00,363750,3,1.75,2,0,0,4,1726,0,28507 Vashon Hwy SW,Vashon,USA
5/16/2014 0:00,385000,3,1.75,1,0,0,4,940,240,23013 NE 28th St,Sammamish,USA
5/16/2014 0:00,370000,4,1.5,1,0,0,3,900,470,12054 NE 137th Ct,Kirkland,USA
5/16/2014 0:00,425000,3,2.5,1,0,0,4,2670,0,26010 141st Ave SE,Kent,USA
5/16/2014 0:00,342000,3,1,1,0,0,3,720,540,14040 24th Ave NE,Seattle,USA
5/16/2014 0:00,345000,4,1,1.5,0,0,3,1980,0,12652 SE 160th St,Renton,USA
5/16/2014 0:00,724800,3,2,1,0,0,3,1180,870,2610 E Montlake Pl E,Seattle,USA
5/16/2014 0:00,725000,5,2.75,2,0,0,3,2830,0,11931 179th Pl NE,Redmond,USA
5/16/2014 0:00,605000,2,1,1,0,0,4,910,0,1617-1621 3rd Ave W,Seattle,USA
5/16/2014 0:00,350000,4,2.5,2,0,0,3,2440,0,24246 229th Ave SE,Maple Valley,USA
5/16/2014 0:00,785000,3,2,1,0,0,5,1100,1080,4111 Woodland Park Ave N,Seattle,USA
5/16/2014 0:00,250000,3,2,1,0,0,5,950,950,27022 216th Ave SE,Maple Valley,USA
5/16/2014 0:00,565000,3,2.25,3,0,0,3,1520,0,1512 NW 62nd St,Seattle,USA
5/16/2014 0:00,875000,3,2,1,0,2,4,1220,1000,2559 24th Ave W,Seattle,USA
5/16/2014 0:00,862500,4,2.75,2,0,0,3,3280,0,12040 201st Pl NE,Woodinville,USA
5/16/2014 0:00,400000,3,2.5,2,0,4,3,2740,0,27200-27218 52nd Ave S,Kent,USA
5/16/2014 0:00,282613,2,1,1,0,0,4,830,0,16221 Bagley Pl N,Shoreline,USA
5/16/2014 0:00,174500,2,1,1,0,0,3,1010,0,20721 9th Ave S,Des Moines,USA
5/16/2014 0:00,306500,3,2.25,1,0,0,4,1560,500,36415 12th Pl S,Federal Way,USA
5/16/2014 0:00,445000,3,2.25,2,0,0,3,1990,0,17849 149th Ave NE,Woodinville,USA
5/16/2014 0:00,433000,4,2.5,2,0,0,4,2280,0,2207 Kennewick Pl NE,Renton,USA
5/16/2014 0:00,306000,3,2.5,2,0,0,3,1870,0,22610 133rd Pl SE,Kent,USA
5/16/2014 0:00,620000,3,2.25,1.5,0,0,4,1450,270,5255 39th Ave NE,Seattle,USA
5/16/2014 0:00,245000,2,1,1,0,0,3,870,0,8627 9th Ave SW,Seattle,USA
5/16/2014 0:00,238000,3,2,2,0,0,3,720,300,3419 SW Morgan St,Seattle,USA
5/16/2014 0:00,523000,3,1.5,1.5,0,0,3,1260,0,3200 44th Ave SW,Seattle,USA
5/16/2014 0:00,522500,3,2.5,2,0,0,3,2370,0,6504 E Crest View Loop SE,Snoqualmie,USA
5/16/2014 0:00,180000,3,1,1,0,0,3,1000,0,1001 SW 102nd St,Seattle,USA
5/16/2014 0:00,375000,3,1.5,2,0,0,3,940,160,2001 S Norman St,Seattle,USA
5/16/2014 0:00,249000,3,2.25,1,0,0,3,940,500,22119 123rd Ave SE,Kent,USA
5/16/2014 0:00,730100,4,2.5,2,0,0,3,3120,0,120 Mt Si Pl NW,Issaquah,USA
5/16/2014 0:00,551000,2,2,1,0,0,3,2260,0,9930 NE 197th St,Bothell,USA
5/16/2014 0:00,375000,4,2.5,2,0,0,3,2790,0,26004 18th Ave S,Des Moines,USA
5/16/2014 0:00,540000,1,1,1.5,0,0,3,1140,0,9055 Palatine Ave N,Seattle,USA
5/16/2014 0:00,605000,3,2.25,2,0,0,4,1290,0,411 27th Ave E,Seattle,USA
5/16/2014 0:00,205000,5,1.75,1,0,0,4,1050,680,26607 190th Ave SE,Covington,USA
5/16/2014 0:00,645000,4,2.5,2,0,0,3,3160,0,2504 225th Pl NE,Sammamish,USA
5/16/2014 0:00,314000,4,2.5,2,0,0,3,2340,0,24925 234th Pl SE,Maple Valley,USA
5/16/2014 0:00,330000,3,1.5,1,0,0,4,1170,0,15421 SE 4th Pl,Bellevue,USA
5/16/2014 0:00,490000,2,1,1,0,0,4,1160,0,7752 33rd Ave NW,Seattle,USA
5/16/2014 0:00,445000,3,3,1,0,0,3,1970,0,18819 71st Ave NE,Kenmore,USA
5/16/2014 0:00,2000000,5,4.25,2,0,3,4,3940,2550,4080 E Mercer Way,Mercer Island,USA
5/16/2014 0:00,377500,3,2.25,2,0,0,3,1290,120,2012 NW Boulder Way Dr,Issaquah,USA
5/16/2014 0:00,480000,4,2.5,2,0,0,3,2430,0,35019 SE Terrace St,Snoqualmie,USA
5/16/2014 0:00,804995,5,1.5,2,0,0,3,3360,0,21481 SE 2nd Pl,Sammamish,USA
5/16/2014 0:00,341000,3,2.5,2,0,0,3,1180,300,6510 34th Ave SW,Seattle,USA
5/16/2014 0:00,675000,5,2.5,2,0,0,3,3200,0,6227-6299 Whitaker Ln SE,Snoqualmie,USA
5/16/2014 0:00,611000,3,2.5,2.5,0,0,3,2134,0,373 NE Eagle Way,Issaquah,USA
5/16/2014 0:00,379950,3,3.25,3,0,0,3,1860,0,17510 12th Ave NE,Shoreline,USA
5/16/2014 0:00,1270000,4,3,2,0,3,3,3570,1950,4468 158th Ave SE,Bellevue,USA
5/16/2014 0:00,500000,2,2.5,2,0,0,3,1160,150,921-927 18th Ave,Seattle,USA
5/17/2014 0:00,410000,3,2,1,0,0,3,890,810,2204 W Emerson St,Seattle,USA
5/18/2014 0:00,415000,3,2.5,2,0,0,3,2480,0,18303 155th Pl SE,Renton,USA
5/18/2014 0:00,297000,5,2.5,2,0,0,4,1970,0,419 Wetherbee Ln,Enumclaw,USA
5/18/2014 0:00,575550,4,2.5,1,0,0,3,1440,620,14117 175th Ave NE,Redmond,USA
5/18/2014 0:00,534640,3,2.5,1,0,0,4,1210,920,13440 NE 148th St,Woodinville,USA
5/18/2014 0:00,352500,3,2.25,1,0,2,3,1170,240,7426 N Fork Rd SE,Snoqualmie,USA
5/18/2014 0:00,488000,2,2,1,0,0,3,780,580,8023 12th Ave NE,Seattle,USA
5/18/2014 0:00,732000,3,2,1,0,0,5,1940,0,2049 144th Ave SE,Bellevue,USA
5/19/2014 0:00,215000,2,2.25,2,0,0,4,1610,0,2906 Kennewick Pl NE,Renton,USA
5/19/2014 0:00,592500,2,2,1.5,0,2,5,1420,0,800 NE 95th St,Seattle,USA
5/19/2014 0:00,290000,4,2.5,2,0,0,4,1700,0,22020 127th Ct SE,Kent,USA
5/19/2014 0:00,475000,2,1,1,0,0,3,860,630,7008 19th Ave NW,Seattle,USA
5/19/2014 0:00,320000,3,2.5,2,0,0,3,2680,0,833 SW 346th St,Federal Way,USA
5/19/2014 0:00,1216000,4,2.5,1,0,3,5,1680,1510,4625 Somerset Dr SE,Bellevue,USA
5/19/2014 0:00,290000,5,1.5,1.5,0,0,5,2120,0,12611 SE 160th St,Renton,USA
5/19/2014 0:00,487250,4,2,1.5,0,0,3,1550,140,4800-4898 Whitman Ave N,Seattle,USA
5/19/2014 0:00,339000,4,2.5,2,0,0,3,1830,0,27305 245th Ave SE,Maple Valley,USA
5/19/2014 0:00,440000,2,1.5,1.5,0,0,5,1010,0,6411 22nd Ave NW,Seattle,USA
5/19/2014 0:00,366500,4,2.75,1,0,0,5,1120,950,15511 9th Ave NE,Shoreline,USA
5/19/2014 0:00,462000,3,1.5,1.5,0,0,3,1410,300,5151 S Othello St,Seattle,USA
5/19/2014 0:00,560000,4,1,1.5,0,0,3,1260,400,7353 16th Ave NW,Seattle,USA
5/19/2014 0:00,285000,4,1.75,1,0,0,4,1040,1040,8024 S 130th St,Seattle,USA
5/19/2014 0:00,280000,3,2.5,2,0,0,3,1270,0,44633 SE 151st St,North Bend,USA
5/19/2014 0:00,210000,3,1,1,0,0,3,1080,0,5612 18th Ave SW,Seattle,USA
5/19/2014 0:00,690000,3,2,1.5,0,0,5,1610,0,7341 20th Ave NE,Seattle,USA
5/19/2014 0:00,256500,2,1,1,0,0,4,1120,0,7615 SW 257th St,Vashon,USA
5/19/2014 0:00,411000,4,2.75,2,0,0,3,2500,0,8309 36th Ave S,Seattle,USA
5/19/2014 0:00,215000,3,1,1,0,0,4,970,0,11428 SE 225th St,Kent,USA
5/19/2014 0:00,762000,5,2,1.5,0,0,4,2140,1230,365 Crockett St,Seattle,USA
5/19/2014 0:00,359950,3,1,1,0,0,4,1290,0,29701-29727 138th Ave SE,Auburn,USA
5/19/2014 0:00,480000,4,3.5,2,0,3,3,3370,0,44250 SE Edgewick Rd,North Bend,USA
5/19/2014 0:00,1405000,4,3.5,2,0,0,3,3410,0,10635 SE 2nd St,Bellevue,USA
5/19/2014 0:00,390000,4,2.5,2,0,0,3,2490,0,30271 129th Ave SE,Auburn,USA
5/19/2014 0:00,413500,2,1,1,0,0,5,770,0,615 NW 92nd St,Seattle,USA
5/19/2014 0:00,285000,1,1.5,2,0,0,4,810,0,11807 NE 105th Ct,Kirkland,USA
5/19/2014 0:00,475000,4,2.5,1,0,0,4,1700,1360,15024 Wallingford Ave N,Shoreline,USA
5/19/2014 0:00,386591,3,2.5,2,0,0,3,1150,540,2500 Mulberry Walk NE,Issaquah,USA
5/19/2014 0:00,524950,3,1.75,1,0,0,3,1290,600,7360 19th Ave NW,Seattle,USA
5/19/2014 0:00,241000,2,2,2,0,0,3,1470,0,24023 SE 282nd St,Maple Valley,USA
5/19/2014 0:00,461000,2,1,1,0,0,3,1060,0,11053 Greenwood Ave N,Seattle,USA
5/19/2014 0:00,810000,4,2.5,2,0,0,3,3480,0,17822 NE 154th St,Woodinville,USA
5/19/2014 0:00,885000,4,2.75,1.5,0,0,3,1550,1180,6211 Ravenna Ave NE,Seattle,USA
5/19/2014 0:00,247000,3,2.25,2,0,0,4,1580,0,1714 SW 354th Pl,Federal Way,USA
5/19/2014 0:00,296500,3,2.75,1,0,0,4,1380,790,26715 Stanford Ct,Kent,USA
5/19/2014 0:00,141800,2,1,1,0,0,4,930,0,821 Dayton Ave NE,Renton,USA
5/19/2014 0:00,333000,4,2,2,0,0,2,1580,0,2023 24th Ave S,Seattle,USA
5/19/2014 0:00,602000,5,1.75,1.5,0,0,3,3290,0,6305 150th Ave NE,Redmond,USA
5/19/2014 0:00,565000,4,2.25,2,0,0,4,2110,0,4621 193rd Pl SE,Issaquah,USA
5/19/2014 0:00,373000,3,2.5,2,0,0,3,1670,0,18581 134th Pl NE,Woodinville,USA
5/19/2014 0:00,588000,3,2.25,1,0,0,4,1190,840,10510 160th Ave NE,Redmond,USA
5/19/2014 0:00,485000,3,1,1.5,0,0,3,1370,130,816 NW Market St,Seattle,USA
5/19/2014 0:00,482500,3,2.25,2,0,0,3,980,470,1820 24th Ave,Seattle,USA
5/19/2014 0:00,251200,4,1.5,1,0,0,3,1060,250,240 S 198th St,Des Moines,USA
5/19/2014 0:00,869000,5,3.25,2,0,0,4,2880,1300,18524 SE 60th St,Issaquah,USA
5/19/2014 0:00,464000,3,1.75,1,0,0,3,1630,0,14926 NE 202nd St,Woodinville,USA
5/19/2014 0:00,755000,4,2.5,2,0,0,3,2660,0,10805 177th Ct NE,Redmond,USA
5/19/2014 0:00,280000,3,2.5,2,0,0,3,1720,0,454 A St,Renton,USA
5/19/2014 0:00,485000,2,2.25,3,0,0,3,1260,0,3646 Dayton Ave N,Seattle,USA
5/19/2014 0:00,305000,3,1.75,1,0,0,3,1610,0,16215 SE 172nd Ct,Renton,USA
5/19/2014 0:00,110700,2,1,1,0,0,3,680,0,14917-14999 27th Pl S,SeaTac,USA
5/19/2014 0:00,850000,4,3.5,2,0,2,3,2640,0,6728 40th Ave SW,Seattle,USA
5/19/2014 0:00,350000,3,2.25,2,0,0,4,1640,0,1755 140th Ct SE,Bellevue,USA
5/19/2014 0:00,319950,4,1.75,1,0,0,4,1650,660,16336 131st Ave SE,Renton,USA
5/19/2014 0:00,700000,3,1.75,1,0,0,5,1230,780,901 18th Ave,Seattle,USA
5/19/2014 0:00,368000,2,1.5,1,0,0,5,830,830,10010 44th Ave SW,Seattle,USA
5/19/2014 0:00,433500,3,2.5,2,0,0,3,2200,0,6729 37th Ave S,Seattle,USA
5/19/2014 0:00,611000,4,2.5,2,0,0,3,2460,0,23911 SE 6th St,Redmond,USA
5/19/2014 0:00,1000000,2,1.75,1,0,4,3,2430,0,18200-18298 13th Ave NW,Shoreline,USA
5/19/2014 0:00,307000,3,1,1,0,0,3,1370,0,4751 Stephens Ave,Carnation,USA
5/19/2014 0:00,442500,3,1.75,1,0,0,3,1800,0,17110-17116 146th Ave SE,Renton,USA
5/19/2014 0:00,485000,3,1.75,2,0,2,3,2200,0,23902 6th Ave S,Des Moines,USA
5/19/2014 0:00,367000,2,1,1,0,0,3,700,0,2632 NW North Beach Dr,Seattle,USA
5/19/2014 0:00,429000,3,2.5,2,0,0,3,1920,0,714 NE 10th St,North Bend,USA
5/19/2014 0:00,446000,5,2.75,1,0,0,5,1370,820,20402 63rd Ave NE,Kenmore,USA
5/19/2014 0:00,572500,3,2.25,1,0,0,4,1500,530,13322 SE 77th Ct,Newcastle,USA
